Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,id,Track,Album,Uri,Url_spotify,Url_youtube,Comments,Description,Title,Channel,Composer,Artist
1.0,0.149721291,3.0,-6.991,0.0301,0.011089567,,0.0033079489999999,0.173,130.651,,8936254.0,76602.0,,0,0,0,1412,1188,844,1189,156,,3666.0,1106,1147,561,1,37
1.0,0.130323843,,-10.422,0.0358,0.1803621249999999,0.0,0.004173281,0.236,,237107.0,34915172.0,169319.0,85378359.0,0,,2,1413,1189,845,1190,156,1154,4623.0,1107,1148,560,,1
3.0,0.031554496,7.0,-19.292,0.0315,,5.67e-05,0.001331,0.436,114.362,233867.0,1798067.0,23929.0,101163601.0,0,0,2,1414,1190,842,1191,156,1155,656.0,1108,1149,562,7,
0.0,0.131872229,5.0,-6.426,,,0.000964,0.055306341,0.291,128.618,,3088602.0,33204.0,62672487.0,0,0,0,1415,1191,846,,156,1156,1609.0,,1150,563,2,46
0.0,0.101194696,0.0,-8.453,,0.152273304,1.61e-05,0.1842200089999999,0.132,137.974,230400.0,13559393.0,54127.0,46419803.0,0,1,2,1416,,847,1192,156,1157,1542.0,1109,1151,560,3,41
3.0,0.069934528,7.0,-14.092,0.0242,0.0264635919999999,6.91e-06,0.008741816,0.351,,249067.0,41865802.0,221734.0,39193951.0,0,1,2,1417,1192,848,,156,1158,,1110,1152,560,7,2
0.0,0.030371328,9.0,-16.918,0.0366,,0.0,,0.362,156.361,209600.0,981960.0,10966.0,52406558.0,,0,0,1418,,,1193,156,1159,533.0,1111,,564,1,18
0.0,,5.0,-8.072,0.0268,0.3858283519999999,9.51e-06,0.0010612079999999,,109.973,,,100900.0,45076682.0,0,1,2,1419,1193,,1194,,1160,3137.0,1112,1153,560,3,
8.0,0.444194947,5.0,-8.124,0.0534,,,0.0004565329999999,,128.433,,112032846.0,549621.0,,0,,,1420,1194,849,1195,157,1161,28895.0,1113,,565,2,61
4.0,0.5433384959999998,9.0,-10.593,0.131,0.0133120529999999,,0.0011248639999999,,105.307,164813.0,9512595.0,45220.0,263293741.0,0,,2,1421,1195,850,,157,1162,2697.0,1114,1154,565,,
8.0,0.051478848,7.0,-12.814,0.0752,0.004574296,0.000116,0.000451217663,0.293,101.684,217347.0,17497821.0,137807.0,166559331.0,0,1,2,1422,1196,851,1196,157,1163,5022.0,1115,1155,565,2,6
4.0,0.3504026249999999,,-10.276,0.0287,2.4642171e-05,1.97e-05,9.4818816e-05,0.902,135.754,215400.0,4906437.0,33292.0,,0,1,2,1423,1197,852,1197,,1164,1764.0,1116,1156,565,2,32
7.0,0.3504026249999999,9.0,-9.271,,0.245314376,0.00068,0.0005373677969999,,117.925,291200.0,958151.0,7198.0,,,1,2,1424,1198,849,1198,157,1165,428.0,1117,1157,565,7,66
8.0,0.310288733,5.0,-9.724,,0.467288576,,0.011239424,,110.64,349280.0,15874224.0,70975.0,84213512.0,0,1,2,1425,1199,,1199,157,1166,3706.0,,1158,565,8,0
7.0,0.681472,,-8.988,0.0406,0.007880599,0.0246,0.0006472146249999,0.961,118.623,,,,,0,1,2,1426,1200,853,1200,,1167,440.0,1118,1159,565,7,82
0.0,0.016003008,7.0,-11.687,0.0351,0.5120000000000001,4.43e-05,0.000704969,0.13,37.114,206533.0,1083575.0,11338.0,39541367.0,0,1,2,1427,1201,,1201,157,1168,613.0,1119,1160,565,5,12
5.0,0.1991767039999999,,-10.518,0.0674,0.016777216,0.0,,0.75,,213453.0,730351.0,7531.0,18357612.0,0,1,2,1428,1202,852,1202,157,1169,251.0,1120,1161,565,1,23
5.0,,8.0,-12.452,,0.4101724069999999,,0.0016430319999999,0.315,121.165,285053.0,3621077.0,29161.0,,3,1,2,1429,1203,854,1203,157,1170,1373.0,1121,,565,,
7.0,,,-5.908,,0.020796875,0.0,0.000252435968,0.617,105.023,208156.0,,1139766.0,208328272.0,2,1,2,1430,1204,855,1204,158,1171,29631.0,1122,,566,1,58
5.0,,0.0,-9.54,0.0296,,0.0191,,0.744,103.867,329800.0,158657034.0,781684.0,,,1,,1431,1205,856,1205,158,1172,23553.0,1123,1162,566,4,4
9.0,0.1105919999999999,1.0,-8.902,,0.016387064,2.16e-05,0.0034429509999999,0.798,97.793,,183604946.0,1139766.0,359014617.0,0,1,2,1432,1206,857,1206,158,1171,,1122,1163,566,8,
0.0,0.124251499,2.0,-10.972,0.0685,0.000449455096,,,0.367,171.067,327400.0,44044732.0,253263.0,132901124.0,0,1,2,1433,1207,858,1207,158,1173,10011.0,1124,1164,566,,3
6.0,0.3444721009999999,0.0,,0.0275,3.9651821e-05,0.00479,0.001481544,0.824,103.789,253593.0,158657034.0,,,2,1,2,1434,1208,859,1208,158,1172,23553.0,1123,1162,566,3,
7.0,0.3429999999999999,1.0,-6.211,0.0275,0.035287552,0.0,0.021484952,0.54,,253173.0,38210607.0,220459.0,47039402.0,0,1,2,1435,1209,856,1209,158,1174,5979.0,1125,,,7,80
2.0,0.5216601250000001,,-4.491,0.0345,9.791466569999998e-07,,0.0735600589999999,0.743,101.161,194618.0,18309006.0,94593.0,31841868.0,0,0,2,1436,1210,860,1210,,1175,4555.0,1126,1165,567,1,6
6.0,,,,,0.008,0.00648,0.001520875,,98.85,,7765431.0,74992.0,87175111.0,0,0,0,1437,1211,,1211,158,1176,4653.0,1127,1166,568,2,15
5.0,0.5158496080000001,8.0,-5.792,0.0691,,0.00069,0.0016851589999999,0.492,104.401,316747.0,,19078.0,,0,1,,1438,1212,857,1212,158,1177,690.0,1128,1167,566,2,18
3.0,0.1871492479999999,2.0,-9.656,0.0413,0.047832147,0.0871,0.0007660608749999,,115.466,434373.0,2574478.0,,33092833.0,0,1,2,1439,1213,,,158,,405.0,1129,,569,,7
5.0,0.3474289269999999,0.0,-8.958,0.0816,2.6198073e-05,,0.0002247557119999,0.647,140.051,249444.0,21483035.0,253786.0,,0,1,2,1440,1214,861,1213,159,1178,6017.0,1130,1168,570,4,28
1.0,,2.0,-9.166,0.255,0.006859,6.98e-06,0.0005676635519999,0.775,165.59,298267.0,49456778.0,561892.0,40277896.0,0,0,0,1441,1215,862,1214,159,1179,15696.0,1131,1169,571,3,16
4.0,0.367061696,6.0,-6.772,0.131,0.036264691,0.000169,0.0256723749999999,0.655,134.169,359093.0,3471300.0,38347.0,2083874.0,,1,2,1442,1216,863,,159,1180,,1132,1170,571,,16
8.0,0.6494618959999999,1.0,,0.104,0.081746504,,0.3922231679999999,0.745,103.643,339373.0,1417669.0,,5928132.0,3,0,0,1443,1217,864,1215,159,1181,752.0,1133,1171,572,7,60
9.0,0.2106448749999999,,-6.093,0.114,0.000239483061,2.4e-06,0.002299968,0.614,,273307.0,,1524.0,1161393.0,0,0,,1444,1218,865,,159,1182,,1134,,573,3,7
3.0,0.667627624,1.0,-5.462,0.0545,2.406104e-09,0.0293,0.000392223168,0.804,105.025,302560.0,81063.0,2017.0,1184390.0,0,,2,1445,1219,866,1216,159,1183,113.0,,1172,574,7,
4.0,,4.0,-10.627,0.102,0.007645373,,5.1064811e-05,0.551,129.808,577933.0,2645021.0,31493.0,,0,0,0,1446,1220,,1217,159,1184,1868.0,1135,1173,575,2,28
4.0,0.267089984,4.0,-8.268,0.0444,0.001953125,2.07e-05,0.003869893,,126.971,327253.0,95558.0,1908.0,663783.0,0,1,2,1447,,,1218,159,1185,69.0,1136,1174,576,7,11
7.0,0.442450728,,-9.116,0.15,,0.000193,0.2127761729999999,0.554,,217222.0,,,,2,0,2,1448,1221,,1219,159,1186,1299.0,1137,1175,,1,20
9.0,0.460099648,5.0,-5.948,0.0646,0.006967871,0.00113,,0.806,109.996,228545.0,235.0,16.0,7771.0,2,1,2,1449,1222,867,1220,159,1187,0.0,1138,,577,7,36
8.0,0.6449725439999999,,-6.145,0.0324,0.001030301,0.0,0.004251528,0.891,110.008,,600858051.0,4150235.0,832914421.0,0,1,2,1450,,868,1221,160,1188,129179.0,1139,,578,7,54
7.0,0.6033511249999999,2.0,-4.446,0.0308,0.0236399029999999,0.0,0.0001765584809999,,130.13,204754.0,51683140.0,196353.0,144600016.0,0,1,2,1451,,869,1222,160,1189,10374.0,1140,,578,7,12
7.0,0.3130468390000001,1.0,-6.219,0.0473,3.307949e-06,1.49e-06,,0.751,107.02,,86892907.0,329686.0,108570122.0,0,1,2,1452,1223,868,,160,1190,18274.0,1141,1176,578,8,12
5.0,0.294079625,6.0,-7.878,0.0268,0.034645976,1.97e-05,,0.7,143.966,241027.0,65006797.0,286153.0,117853726.0,0,1,2,1453,1224,868,1223,160,1191,20905.0,1141,,578,1,49
3.0,0.979146657,,-5.067,0.0464,1.1576250000000002e-06,0.0341,0.065450827,0.702,124.016,173667.0,,149463.0,103568835.0,0,1,,1454,1225,869,,160,1192,7858.0,1141,1177,578,3,17
7.0,0.5717869999999998,6.0,-6.658,0.0376,1.1543175999999998e-05,0.00356,0.3890169999999999,0.899,,240707.0,28084736.0,97591.0,62710598.0,0,1,2,1455,1226,868,1224,160,1193,4997.0,,1178,578,2,39
1.0,0.3400683919999999,6.0,-8.133,0.0349,0.000272097792,0.231,0.002515456,,,310667.0,63342834.0,327482.0,53304247.0,0,1,2,1456,1227,869,1225,160,1194,21623.0,1141,1179,578,1,44
4.0,,8.0,-9.328,0.0321,0.0410636249999999,0.543,0.0008930563469999,0.811,95.848,304960.0,24013914.0,106336.0,29672483.0,0,1,2,1457,1228,868,1226,160,1195,5930.0,1141,1180,578,6,20
0.0,0.251239591,2.0,,,0.1133799039999999,0.0,,0.342,80.14,271933.0,23301049.0,101320.0,27036790.0,0,1,,1458,1229,869,1227,160,1196,6155.0,,1181,578,1,14
2.0,,,-16.066,0.0274,0.2280991309999999,0.000109,0.0133120529999999,0.578,63.05,203573.0,51099127.0,,555209503.0,0,1,2,1459,,,1228,161,1197,6201.0,1142,1182,579,7,50
3.0,0.127263527,1.0,-14.836,0.0335,0.032461759,0.0,0.004330747,,127.827,179933.0,15236946.0,73809.0,,0,0,0,1460,1230,870,1229,161,1198,3698.0,1143,1183,,6,33
6.0,0.059319,9.0,-13.673,0.0324,1.0793861000000003e-05,,0.0008412323839999,0.839,90.584,217533.0,19058417.0,58162.0,76908607.0,0,0,0,1461,1231,871,1230,161,1199,3868.0,1144,1184,580,1,70
0.0,0.052734375,,-14.409,0.0272,0.0028032209999999,,0.001295029,0.511,,,151026.0,2604.0,62566222.0,0,0,0,1462,1232,872,1231,161,1200,137.0,1145,1185,581,,4
2.0,,5.0,-5.573,0.0272,,0.0642,0.033386248,,109.558,180253.0,8044384.0,,43661041.0,,0,0,1463,1233,873,1232,161,1201,2553.0,1146,1186,582,1,44
1.0,,10.0,,0.0359,,5.85e-06,0.010941048,0.199,128.892,232000.0,,31035.0,37038938.0,0,0,0,1464,1234,874,1233,161,1202,1345.0,1147,1187,583,1,
3.0,0.5656092829999999,8.0,-4.157,0.0306,1.9902511e-05,0.00285,0.000167284151,,84.383,163907.0,2602802.0,10938.0,20696451.0,0,0,,1465,1235,873,1234,161,1203,809.0,1148,1188,,4,
4.0,0.148035889,0.0,-9.338,0.0287,0.021024576,3.92e-05,0.0032417919999999,0.511,,185653.0,9124710.0,43254.0,9727493.0,3,0,0,1466,1236,875,1235,,,2600.0,1149,1189,580,9,10
0.0,0.0018608669999999,0.0,,,0.676836152,2.24e-05,0.003869893,0.239,67.006,195400.0,806212.0,4914.0,27582760.0,0,0,,1467,1237,871,,161,,339.0,1150,1190,584,,28
2.0,0.0414217359999999,7.0,-15.218,0.0287,0.0016851589999999,0.0,0.0035118079999999,,127.078,193333.0,3928298.0,,25680695.0,3,0,0,1468,1238,876,,161,1204,950.0,,1191,585,3,34
5.0,0.8279360189999998,,,0.0463,0.0011248639999999,0.0,0.683797841,0.756,104.999,255307.0,18699553.0,75071.0,176320944.0,0,1,2,1469,1239,877,1236,162,1205,4429.0,1151,1192,586,6,23
4.0,0.794022776,8.0,,0.0479,2.9791e-05,0.0012,0.000553387661,0.861,172.638,200400.0,315874581.0,1426156.0,435055597.0,0,1,2,1470,,878,1237,,,70726.0,1152,1193,586,3,
5.0,0.665338617,0.0,-4.672,0.071,6.7419143e-05,1.27e-06,5.1478847999999984e-05,,165.071,192427.0,172368673.0,,198506125.0,0,1,2,1471,1240,878,,162,,44805.0,1153,1194,586,2,50
3.0,0.2022620029999999,2.0,-6.279,,0.0443618639999999,0.0,0.002097152,0.466,165.975,284760.0,252377383.0,876305.0,207785820.0,0,1,2,1472,1241,878,1238,,1206,,1154,,586,4,16
6.0,0.7736206320000001,7.0,,0.0392,9.393930999999996e-09,1.26e-05,0.0407075839999999,0.747,110.06,209400.0,99428848.0,,172490384.0,0,1,2,1473,1242,879,1239,162,1207,19436.0,1155,1195,586,,37
7.0,0.8279360189999998,8.0,-3.305,0.0466,0.0001414207609999,0.00056,,0.905,112.041,200440.0,67172041.0,237936.0,86765222.0,0,1,2,1474,1243,,1240,162,1208,16644.0,1156,,,,63
6.0,0.638277381,10.0,-6.684,0.154,,0.0,0.002048383,0.923,119.946,238427.0,61452273.0,200509.0,46136084.0,0,1,2,1475,1244,880,,162,1209,13891.0,1157,1196,,7,
3.0,0.3701462319999999,9.0,-6.551,0.0269,8.118273699999999e-05,0.0,0.0052680239999999,0.51,,240733.0,130154.0,1228.0,26156395.0,0,1,2,1476,1245,879,,162,1210,9.0,,1197,587,5,38
0.0,0.146363183,10.0,-8.422,0.0507,0.090518849,0.0,0.028372625,0.303,,241493.0,,1089.0,43506262.0,0,,2,1477,1246,879,1241,162,1211,2.0,1158,1198,587,1,32
6.0,,10.0,,0.0597,0.079507,0.0,0.001295029,0.495,113.863,292000.0,40253176.0,224827.0,35110923.0,0,1,2,1478,1247,880,1242,162,1212,11705.0,1159,1199,586,3,18
3.0,,0.0,-14.032,0.0653,0.437245479,0.0,,,163.431,302933.0,61827467.0,218132.0,90242382.0,0,1,2,1479,1248,881,,163,,7308.0,1160,1200,588,7,
2.0,0.0730346319999999,2.0,-10.773,0.0572,2.9503629000000003e-05,2.02e-05,0.0002326083749999,0.226,98.507,279267.0,27236473.0,,50631067.0,0,1,2,1480,1249,882,1243,163,1213,1824.0,1161,1201,,1,33
7.0,0.290117528,4.0,-7.585,0.0468,0.0243889999999999,1.39e-05,0.044738875,,126.998,238573.0,39821533.0,101214.0,51130250.0,0,1,2,1481,1250,883,1244,163,1214,3287.0,1162,1202,588,2,5
6.0,0.300763,4.0,,0.226,0.295408296,0.0,0.017576,0.812,87.327,,150187490.0,,,0,1,,1482,,884,1245,163,1215,10692.0,1163,1203,588,2,2
6.0,0.101847563,,-10.208,,0.308915776,1.57e-06,0.0008174003749999,0.551,168.733,277973.0,43984221.0,136366.0,42421120.0,0,1,2,1483,1251,882,1246,163,1216,,1164,,588,7,44
1.0,0.091125,2.0,-6.759,0.0541,0.058863869,0.0,0.002628072,0.411,91.223,243320.0,1284436.0,24380.0,3547640.0,,1,2,1484,,,1247,163,1217,1147.0,1165,1204,,6,12
6.0,0.039651821,7.0,-14.351,0.059,0.4168327229999999,,0.0009615048029999,0.495,105.405,295333.0,2166814.0,8392.0,18275827.0,0,0,0,1485,1252,881,1248,163,1218,371.0,1166,1205,589,1,46
0.0,0.5759303679999999,0.0,-11.433,0.403,0.000620650477,0.0,,0.353,146.354,326893.0,,,,,1,,1486,1253,885,1249,,,33.0,,1206,590,3,23
3.0,0.7265726990000001,4.0,-6.485,0.58,0.140608,0.0,0.3313738879999999,,86.472,319053.0,150187490.0,384065.0,57326192.0,0,1,2,1487,,886,1250,163,1215,10692.0,1163,,,2,
8.0,0.360944128,0.0,-5.993,0.0452,1e-06,0.0,0.0012597119999999,0.85,98.029,148944.0,81788355.0,668744.0,47517159.0,2,,2,1488,1254,,1251,164,1219,12932.0,1167,1207,591,7,85
7.0,0.679151439,,-5.306,0.113,0.006331625,,6.692341599999999e-05,0.803,131.007,181374.0,551740.0,14601.0,7285634.0,2,1,,1489,1255,887,1252,164,1220,,1168,,592,8,
6.0,0.5821828749999999,0.0,,0.09,5.1064811e-05,8.18e-06,0.007645373,0.884,122.027,169000.0,4254389.0,54847.0,4911768.0,,1,,1490,1256,888,,164,1221,2713.0,1169,,,6,
7.0,0.6449725439999999,,,0.0378,0.004173281,1.34e-05,0.0494308629999999,0.568,118.032,173743.0,35694219.0,278760.0,80799739.0,2,0,2,1491,1257,889,,164,1222,5164.0,1170,1208,593,4,50
4.0,0.3116657520000001,1.0,-5.318,0.178,0.000502459875,0.000649,0.006434856,,199.962,172800.0,4251344.0,68666.0,1921347.0,,1,2,1492,1258,890,1253,164,1223,,1171,1209,591,2,
8.0,,,-3.072,0.0417,2.5154559999999995e-06,1.08e-05,0.0011576249999999,0.842,125.063,198246.0,259202903.0,1250211.0,107759460.0,0,,2,1493,1259,891,1254,164,1224,39717.0,1172,1210,591,3,
8.0,0.365525875,1.0,-6.102,0.0553,1.7984728e-05,,0.0010612079999999,0.411,99.966,171600.0,,36618.0,772554.0,,1,2,1494,1260,892,1255,164,1225,1422.0,1173,1211,,8,
8.0,0.420189749,,-5.942,0.0534,8.006299099999999e-05,0.00368,0.0016430319999999,0.493,125.0,163200.0,2388272.0,36104.0,,2,1,2,1495,,893,1256,164,1226,1034.0,1174,1212,591,7,58
8.0,0.693154125,,-3.664,0.049,0.000392223168,0.312,0.0001272635269999,0.654,127.985,224531.0,,,81480132.0,0,,2,1496,1261,894,1257,164,1227,860.0,1175,1213,594,,41
2.0,0.721734273,3.0,-6.056,0.0471,0.0139975209999999,0.0,,0.647,157.17,215133.0,90698515.0,653068.0,382100391.0,,1,2,1497,1262,895,1258,165,,30850.0,1176,1214,595,1,32
3.0,0.7169173750000001,,-7.189,0.0579,0.000549353259,,0.0004529848319999,0.494,174.089,,68173671.0,560921.0,679805885.0,3,1,2,1498,1263,895,1259,165,1228,7112.0,1177,1215,595,1,25
5.0,0.061629875,4.0,-13.005,0.0266,0.0008017650889999,0.0,0.019683,0.334,117.096,219533.0,56550104.0,289919.0,,0,1,2,1499,1264,896,1260,165,1229,13286.0,1178,1216,595,8,0
1.0,0.167284151,,-13.095,0.0345,0.001481544,,0.001331,0.689,,237827.0,141218.0,1874.0,19630733.0,0,0,0,1500,1265,,,165,1230,132.0,1179,1217,596,6,44
5.0,0.658503,2.0,-7.93,0.0362,,8.96e-06,0.001560896,0.892,141.674,,5057224.0,36962.0,38361470.0,3,,2,1501,1266,897,,165,1231,1990.0,1180,,595,3,58
5.0,0.122763473,,-12.228,0.029,0.016387064,2.15e-06,0.003944312,0.743,,236733.0,1496972.0,19045.0,25232491.0,,1,,1502,1267,898,1261,165,1232,1075.0,1181,1218,,,
6.0,0.094818816,0.0,-12.773,0.039,0.045118016,2.96e-05,3.0664297e-05,0.796,81.66,,128824.0,,13715946.0,0,0,0,1503,1268,899,,165,1233,269.0,1182,1219,597,7,7
7.0,0.318611987,7.0,-8.672,0.0433,0.047832147,0.0267,3.4965783e-05,0.751,91.006,219453.0,8843.0,384.0,4479366.0,,1,2,1504,1269,900,1262,165,1234,14.0,1183,1220,,4,11
3.0,0.5780095369999999,7.0,-7.562,0.0459,0.002097152,,0.0269999999999999,0.95,162.854,226373.0,6914061.0,64601.0,38693702.0,3,1,2,1505,,,,165,,3135.0,1184,1221,595,9,
0.0,0.010648,9.0,-14.997,0.0345,,1.75e-05,,0.333,200.263,,2879001.0,23934.0,14234746.0,0,1,2,1506,1270,901,1263,165,1235,1682.0,1185,1222,595,7,47
4.0,,5.0,-17.293,0.0394,0.449455096,0.0119,,0.338,76.271,203613.0,514017.0,7315.0,267150535.0,0,1,2,1507,1271,902,,166,1236,80.0,1186,1223,598,7,5
6.0,0.008,9.0,-18.634,0.0309,0.5024598750000001,0.0327,,0.478,91.787,268867.0,180704.0,2611.0,,,1,2,1508,1272,903,1264,,1237,4.0,1187,1224,,2,
3.0,0.019034163,4.0,-15.11,,0.0016430319999999,0.000562,0.002299968,0.353,74.899,238573.0,,14808.0,113315832.0,3,0,0,1509,1273,510,1265,166,,879.0,1188,1225,599,1,39
7.0,0.247673152,0.0,-10.961,0.048,0.037933056,0.0,0.0009325748329999,,109.008,216387.0,86413.0,,,,1,,1510,1274,904,1266,166,1238,,1189,1226,598,6,73
6.0,0.136590875,1.0,-10.932,0.0592,0.002571353,6.66e-06,0.000543338496,0.767,88.827,165400.0,,19793.0,60095233.0,0,1,2,1511,1275,,1267,166,1239,,1190,,600,2,26
8.0,0.151419437,10.0,-12.035,0.0291,0.034645976,2.15e-05,,0.778,116.153,,,,,0,1,,1512,1276,904,1268,166,1240,6.0,1191,1227,,6,3
2.0,0.001481544,2.0,-20.575,0.0346,0.686128968,0.00902,0.0011910159999999,0.608,141.378,173733.0,267871.0,2880.0,51641852.0,0,1,2,1513,1277,902,1269,166,1241,8.0,1192,1228,598,5,50
8.0,0.012649337,2.0,-14.17,0.0312,0.262144,0.106,0.000622835864,0.583,90.639,196800.0,15953287.0,86016.0,,,1,2,1514,1278,905,,166,1242,,1193,1229,600,6,18
1.0,0.006434856,0.0,-17.369,0.0322,0.0226651869999999,0.0,,,150.799,189480.0,404157.0,5941.0,,3,1,2,1515,,510,1270,166,1243,249.0,,,601,2,
2.0,0.070444997,4.0,-7.373,0.039,0.663054848,0.0,0.009663597,0.474,175.507,217560.0,109257.0,2182.0,53083398.0,0,0,0,1516,1279,906,1271,166,1244,78.0,1194,1230,602,1,
5.0,,6.0,-6.72,0.0548,5.513680000000001e-07,0.0,0.0001318722289999,0.459,132.975,239027.0,280197941.0,1720941.0,442534295.0,0,0,2,1517,1280,907,1272,167,1245,47509.0,1195,1231,,6,13
5.0,0.1901093749999999,10.0,-10.365,0.0267,0.014348907,0.0,0.001815848,0.504,108.329,239827.0,27134098.0,140121.0,232803655.0,0,1,2,1518,1281,908,1273,,1246,5229.0,1196,,603,,18
6.0,,0.0,-10.509,0.0306,0.101847563,0.0,0.062570773,0.919,117.04,170000.0,9765934.0,,111013987.0,0,,,1519,1282,,1274,167,1247,1897.0,1197,1232,604,8,25
4.0,0.7863304670000001,0.0,-6.19,,,0.0,,0.587,124.862,224000.0,,71533.0,,0,0,0,1520,1283,907,1275,167,1248,1670.0,1198,1233,,4,23
2.0,0.037595375,4.0,-13.104,0.0324,0.176558481,,0.0006722213759999,0.163,,,,58999.0,63031732.0,,0,0,1521,1284,,1276,167,1249,,1199,1234,605,2,93
6.0,0.3130468390000001,2.0,-7.363,,0.2022620029999999,0.0,0.004492125,,,235493.0,3662920.0,23906.0,81237570.0,0,,0,1522,1285,,1277,167,1250,1133.0,1200,1235,604,8,12
1.0,0.1784535469999999,8.0,-10.233,0.0307,0.004913,0.0,0.002352637,0.442,138.006,245733.0,12343337.0,63321.0,38465111.0,,0,0,1523,1286,908,1278,167,1251,1457.0,,1236,606,6,12
6.0,0.281011375,0.0,-8.642,,7.676562500000001e-05,0.0,0.000341532099,0.901,,231480.0,,82131.0,64000309.0,0,0,0,1524,1287,909,1279,167,1252,1942.0,1201,,607,3,69
1.0,0.310288733,0.0,-11.175,0.0365,0.009393931,0.0,0.000217081801,,170.879,158000.0,20901237.0,110623.0,34587318.0,0,0,0,1525,1288,910,1280,,1253,6439.0,1202,,,1,44
2.0,,2.0,,0.0262,0.172808693,,,,102.839,223160.0,2240898.0,23587.0,23592158.0,0,,2,1526,1289,911,1281,167,1254,836.0,1203,1237,603,6,2
7.0,0.307546875,8.0,-4.267,0.0953,1.5813251000000003e-05,0.000717,0.000321419125,0.59,92.909,214400.0,353863032.0,2071248.0,772565675.0,0,,2,1527,1290,912,1282,168,1255,,,,608,,5
8.0,0.128787625,1.0,-7.345,0.0829,0.030080231,7.49e-05,0.000469097433,0.757,171.804,279507.0,141317839.0,824052.0,305078136.0,0,1,2,1528,,,1283,168,1256,33559.0,1204,1238,608,6,19
8.0,0.096071912,5.0,-9.688,0.0402,,,0.000145531576,0.797,92.94,,111070290.0,649654.0,151814181.0,0,1,2,1529,1291,913,1284,168,1257,22629.0,1205,1239,608,,0
5.0,0.240641848,7.0,-6.063,0.0428,3.5118080000000003e-09,5.97e-05,0.001295029,0.51,88.684,278067.0,54529570.0,329830.0,74168689.0,0,1,2,1530,1292,912,1285,168,,15915.0,1206,1240,,3,53
2.0,0.090518849,,-8.957,0.0331,0.0086151249999999,0.000687,0.006967871,0.364,189.243,303960.0,49572169.0,,32106970.0,0,1,2,1531,1293,913,1286,168,1258,11600.0,1207,1241,608,1,21
7.0,0.251239591,,-7.411,,1.2977875e-05,0.702,0.0003228288559999,0.456,80.127,254560.0,16834726.0,,28091568.0,0,1,2,1532,,913,1287,,1259,5742.0,1208,1242,608,2,1
7.0,0.6162950509999999,10.0,-10.108,0.049,1.9034163000000004e-05,0.00738,0.000967361669,0.626,105.882,293600.0,24267884.0,193337.0,29762753.0,,,2,1533,,,1288,168,,,1209,1243,608,6,
6.0,,10.0,-8.601,0.0439,0.000761048497,0.000673,0.000115501303,0.9,,315040.0,32571330.0,228662.0,17810889.0,,1,2,1534,1294,914,1289,168,1260,10212.0,1210,1244,608,1,0
8.0,0.134217728,,-7.597,0.13,0.0098003439999999,9.75e-05,,0.758,171.733,259933.0,141317839.0,824052.0,24452921.0,2,1,,1535,,915,1290,168,,33559.0,1204,1238,608,6,
5.0,0.2371766589999999,7.0,-6.295,0.0428,7.76151559e-10,0.000253,,0.572,88.676,240067.0,54529570.0,329830.0,6784885.0,3,1,2,1536,,916,1291,,1261,15915.0,1206,1240,608,,0
3.0,0.7610484970000001,5.0,-5.866,0.0639,,0.0,0.050653,0.942,117.129,233387.0,231043351.0,,80289455.0,,1,2,1537,1295,917,1292,,1262,25263.0,1211,1245,609,3,75
5.0,0.4986772570000001,10.0,-6.934,0.0418,0.247673152,0.0,0.8792179119999999,,92.889,,413187334.0,1842597.0,83881946.0,0,1,2,1538,,918,1293,169,1263,,1212,1246,610,6,34
5.0,0.640503928,,-7.772,0.045,0.062570773,1.73e-05,0.618470208,0.889,91.702,233920.0,10965262.0,92367.0,55370234.0,0,1,2,1539,1296,,,,1264,1574.0,1213,1247,,,44
3.0,0.5158496080000001,,-7.843,0.0486,0.3256606719999999,0.0,0.000513922401,0.928,88.303,,,184018.0,11279414.0,0,1,2,1540,,919,1294,169,1265,,1211,1248,609,3,48
2.0,,7.0,-8.161,0.116,0.093576664,2.28e-06,0.5197184640000001,0.807,92.559,122090.0,81571.0,580.0,4965717.0,0,,2,1541,1297,920,1295,169,1266,,1214,1249,611,,34
4.0,0.119823157,5.0,,0.038,0.153990656,,0.056623104,0.623,143.849,163200.0,20458150.0,42880.0,11313750.0,0,1,2,1542,1298,,1296,,1267,1411.0,1215,1250,612,2,44
4.0,0.8600853509999998,9.0,-6.879,0.0525,0.054010152,0.00085,0.8958413439999999,0.901,,179560.0,6010124.0,20379.0,,,1,2,1543,1299,,1297,,1268,502.0,1216,,609,1,27
3.0,0.7560580310000001,7.0,-5.755,0.0945,0.1092153519999999,0.0,0.8252936719999998,,100.992,,3648672.0,40250.0,,0,0,2,1544,1300,921,1298,169,1269,294.0,1217,1251,611,,12
1.0,0.263374721,1.0,-7.569,,0.3858283519999999,0.0,,0.712,87.258,191448.0,547049.0,,5054137.0,2,1,2,1545,1301,922,1299,,1270,127.0,1218,1252,611,3,15
5.0,0.5005661840000001,,-7.94,0.0334,,0.0,,,92.134,200693.0,4582267.0,,31908388.0,0,1,2,1546,1302,923,1300,169,1271,,,1253,,6,0
0.0,0.032157432,0.0,-15.605,0.0411,0.8737228159999998,0.897,0.000929714176,0.188,98.171,442000.0,598931.0,6441.0,48345816.0,0,0,0,1547,1303,,1301,,,369.0,,1254,613,2,74
